jan13,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
0722000000000,00722000000000,ＣＬＡＳＳＩＣ　Ｔ－ボルトコネクター　メッキン,メドトロニックソファモアダネック,ー,B00206409,（構成品）脊椎固定用材料　トランスバース固定器,-,1
0722000000000,00722000000000,ＴＩ　ワッシャー・ナット　メッキン,メドトロニックソファモアダネック,ー,B00206404,（構成品）脊椎固定用材料　脊椎スクリュー（固定型）,-,1
0722000000000,00722000000000,ＴＩ　ＳＴ－ＬＩＮＥＤ　ＰＬＡＴＥ　ワッシャーナット,メドトロニックソファモアダネック,ー,B00206403,（構成品）脊椎固定用材料　椎体フック,-,1
0722000000000,00722000000000,ＴＩ　ＬＰカニュレイテッドボルト　６．５Ｘ３０　メッキン,メドトロニックソファモアダネック,710010009,B00206404,（本体）脊椎固定用材料　脊椎スクリュー（固定型）,"63,100",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル８Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル８Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル８Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル８Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル８Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル７Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル７Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル７Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル７Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル７Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル７Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル７Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル７Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル８Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル８Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーペリフェラルガイドカテーテル８Ｆ,日本メドトロニック,738980000,B00213203,ガイディングカテーテル　その他の血管用,"18,300",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＬ３．０,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＬ３．０ＳＨ,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＬ３．５,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＬ３．５ＳＨ,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＬ４．０,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＬ４．０ＳＨ,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＬ４．５,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＬ４．５ＳＨ,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＬ５．０,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＬ５．０ＳＨ,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＣＬ３．０,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＣＬ３．０ＳＨ,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
0722000000000,00722000000000,ランチャーＧＣ　６Ｆ　ＪＣＬ３．５,日本メドトロニック,738970000,B00213201,ガイディングカテーテル　冠動脈用,"8,220",1
