jan13,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
0611000000000,00611000000000,グリッパーニードル（Ｙサイトなし）　　　２２Ｇ×２５ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパーニードル（Ｙサイトなし）　　　２２Ｇ×３２ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパーニードル（Ｙサイトなし）　　　２２Ｇ×１９ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパーニードル（Ｙサイト付）　　　２２Ｇ×１９ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパーニードル（Ｙサイト付）　　　２２Ｇ×２５ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパーニードル（Ｙサイト付）　　　２２Ｇ×３２ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパーニードル（Ｙサイト付）　　　２０Ｇ×１９ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパーニードル（Ｙサイト付）　　　２０Ｇ×２５ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパーニードル（Ｙサイトなし）　　　２２Ｇ×１６ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパーニードル（Ｙサイト付）　　　２２Ｇ×１６ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパーニードル（Ｙサイト付）　　　２０Ｇ×１６ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパープラス（Ｙサイトなし）　　　２２Ｇ×２５ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパープラス（Ｙサイトなし）　　　２２Ｇ×３２ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパープラス（Ｙサイトなし）　　　２０Ｇ×２５ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパープラス（Ｙサイトなし）　　　２２Ｇ×１９ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
0611000000000,00611000000000,グリッパープラス（Ｙサイトなし）　　　２０Ｇ×１９ｍｍ　１２本／箱,スミスメディカル・ジャパン,710010070,B0010020201,（在宅）在宅中心静脈栄養用輸液セット　付属品　フーバー針,419,1
