jan13,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT SW-Straight Helix 6x10,ゲティンゲグループ・ジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT SW-Straight Helix 6x20,ゲティンゲグループ・ジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT SW-Straight Helix 6x30,ゲティンゲグループ・ジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT TW-Straight Helix 6x50,アボットメディカルジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT TW-Straight Helix 7x50,アボットメディカルジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT TW-Straight Helix 8x50,アボットメディカルジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT TW-Straight Helix 6x70,アボットメディカルジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT TW-Straight Helix 7x70,アボットメディカルジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT TW-Straight Helix 8x70,ゲティンゲグループ・ジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT SW-Straight Helix 5x10,ゲティンゲグループ・ジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VXT SW-Straight Helix 7x30,ゲティンゲグループ・ジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
0651000000000,00651000000000,ATRIUM PTFE GRAFT ADVANTA VS SW-Helix 6x10,アボットメディカルジャパン,710010784,B002134010241,人工血管　永久留置型　小血管用　特殊型　外部サポートあり,"3,030",1
