jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4522281500773,04522281500773,個,,,,,デュアルサーモ用　ＣＯＣカテケーブル,600026,－,,1,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281500780,04522281500780,個,,,,,サーモダイリューション用ＣＯＣカテーテルケーブル,600027,－,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281210245,04522281210245,個,14522281210242,ケース,,,ロープレッシャー　バックチェック　バルブ,7B3215,逆流防止弁 逆流耐圧性能：２０６ｋＰａ,,1,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281252412,04522281252412,個,14522281252419,箱,,,プレックスフィックス　２３Ｇ×７０ｍｍ,PF-2370SG,２３Ｇ×７０ｍｍ　スタイレット　目盛付き,,1,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211013,04522281211013,個,14522281211010,箱,,,ペリカン,P-1680,１．６５ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211020,04522281211020,個,14522281211027,箱,,,ペリカン,P-1780,１．４５ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211037,04522281211037,個,14522281211034,箱,,,ペリカン,P-1880,１．３ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211044,04522281211044,個,14522281211041,箱,,,ペリカン,P-2080,０．９ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211051,04522281211051,個,14522281211058,箱,,,ペリカン,P-2280,０．７３ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211068,04522281211068,個,14522281211065,箱,,,エピカン,EP-2060,０．９ｍｍ×６０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211075,04522281211075,個,14522281211072,箱,,,エピカン,EP-2080,０．９ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211082,04522281211082,個,14522281211089,箱,,,エピカン,EP-2260,０．７ｍｍ×６０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211099,04522281211099,個,14522281211096,箱,,,エピカン,EP-2280,０．７ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211105,04522281211105,個,14522281211102,箱,,,エピカン,EP-2360,０．６５ｍｍ×６０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211181,04522281211181,個,14522281211188,箱,,,アトロウカン,AT-2670,０．４７ｍｍ×７０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211198,04522281211198,個,14522281211195,箱,,,アトロウカン,AT-2690,０．４７ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211204,04522281211204,個,14522281211201,箱,,,ペンカン,PE-2570,０．５３ｍｍ×７０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211211,04522281211211,個,14522281211218,箱,,,ペンカン,PE-2590,０．５３ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211228,04522281211228,個,14522281211225,箱,,,ペンカン,PE-2770,０．４２ｍｍ×７０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281211235,04522281211235,個,14522281211232,箱,,,ペンカン,PE-2790,０．４２ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281250487,04522281250487,個,14522281250484,箱,,,エピカン,EP-2260J,０．７ｍｍ×６０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281250500,04522281250500,個,14522281250507,箱,,,エピカン,EP-2290SI,－,,1,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281250531,04522281250531,個,14522281250538,箱,,,ペリカン,P-1780D,１．４５ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281250609,04522281250609,個,14522281250606,箱,,,ペリカン,P-1880S,１．３ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281995029,04522281995029,個,14522281995026,箱,,,ペリカン,P-17115,１．４５ｍｍ×１１５ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281995036,04522281995036,個,14522281995033,箱,,,ペリカン,P-1880D,１．３ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281252276,04522281252276,個,14522281252273,箱,,,ペンカン,PE-2590C,０．５３ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281252283,04522281252283,個,14522281252280,箱,,,ペンカン,PE-2790C,－,,1,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281511182,04522281511182,個,14522281511189,箱,,,ペリカン,P-2080D,０．９ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281513766,04522281513766,個,14522281513763,箱,,,ペリカン,P-2070D,－,,1,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281518914,04522281518914,個,14522281518911,箱,,,ペリカン,P-1780K,１．４５ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281518938,04522281518938,個,14522281518935,箱,,,ペリカン,P-1780DK,１．４５ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281518921,04522281518921,個,14522281518928,箱,,,ペリカン,P-1780HEK,１．５１ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281522669,04522281522669,個,14522281522666,箱,,,ペンカン,PE-2590PRZ,０．５３ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281522676,04522281522676,個,14522281522673,箱,,,ペンカン,PE-2790PRZ,０．４２ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281522683,04522281522683,個,14522281522680,箱,,,スピノカン,SP-2370PRZ,０．６５ｍｍ×７０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281522690,04522281522690,個,14522281522697,箱,,,スピノカン,SP-2570PRZ,０．５３ｍｍ×７０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281522706,04522281522706,個,14522281522703,箱,,,スピノカン,SP-2770PRZ,０．４２ｍｍ×７０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281527442,04522281527442,個,14522281527449,箱,,,ペリカン,P-2070,０．９ｍｍ×７０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281530831,04522281530831,個,14522281530838,箱,,,ペンカン,PE-2590PSI,０．５３ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281530817,04522281530817,個,14522281530814,箱,,,ペンカン,PE-2575PSI,０．５３ｍｍ×７５ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281530824,04522281530824,個,14522281530821,箱,,,ペンカン,PE-2790PSI,０．４２ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281531388,04522281531388,個,14522281531385,箱,24522281531382,箱,ペンカン,PE-2775PSI,０．４２ｍｍ×７５ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553489,04522281553489,個,14522281553486,箱,,,ペンカン　ＮＲＦｉｔ,PE-2575SIN,０．５３ｍｍ×７５ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553519,04522281553519,個,14522281553516,箱,,,ペンカン　ＮＲＦｉｔ,PE-2775SIN,０．４２ｍｍ×７５ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553496,04522281553496,個,14522281553493,箱,,,ペンカン　ＮＲＦｉｔ,PE-2590RIN,０．５３ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553502,04522281553502,個,14522281553509,箱,,,ペンカン　ＮＲＦｉｔ,PE-2590SIN,０．５３ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553526,04522281553526,個,14522281553523,箱,,,ペンカン　ＮＲＦｉｔ,PE-2790RIN,０．４２ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553434,04522281553434,個,14522281553431,箱,,,ペリカン　ＮＲＦｉｔ,P-1780N,１．５１ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553427,04522281553427,個,14522281553424,箱,,,ペリカン　ＮＲＦｉｔ,P-17115N,１．５１ｍｍ×１１５ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553533,04522281553533,個,14522281553530,箱,,,ペンカン　ＮＲＦｉｔ,PE-2790SIN,０．４２ｍｍ×９０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553465,04522281553465,個,14522281553462,箱,,,ペリカン　ＮＲＦｉｔ,P-2080N,０．９０ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553441,04522281553441,個,14522281553448,箱,,,ペリカン　ＮＲＦｉｔ,P-1880N,１．３０ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522281553472,04522281553472,個,14522281553479,箱,,,ペリカン　ＮＲＦｉｔ,P-2280N,０．７３ｍｍ×８０ｍｍ,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
