jan13keta,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
4571102140940,04571102140940,ＰＴＣ針,シルックス,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,1910,1
4571102140964,04571102140964,ガイドワイヤー,シルックス,710011034,B002197,ガイドワイヤー,1870,1
4571102140971,04571102140971,ガイドワイヤー,シルックス,710011034,B002197,ガイドワイヤー,1870,1
4571102141152,04571102141152,ＰＴＣ針,シルックス,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,1910,1
4571102141169,04571102141169,ＰＴＣ針,シルックス,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,1910,1
4571102141220,04571102141220,血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102141237,04571102141237,血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102141244,04571102141244,血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102141251,04571102141251,血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102141275,04571102141275,ＰＴＣ針,シルックス,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,1910,1
4571102141404,04571102141404,ＣＸ－ＰＴＣＤキット,シルックス,710010920,B0020330201,経皮的又は経内視鏡的胆管等ドレナージ用材料　ダイレーター　シースあり,-,1
4571102141527,04571102141527,ガイドワイヤー,シルックス,710011034,B002197,ガイドワイヤー,1870,1
4571102142395,04571102142395,ＣＸ－ＰＴＣＤキット,シルックス,710010920,B0020330201,経皮的又は経内視鏡的胆管等ドレナージ用材料　ダイレーター　シースあり,-,1
4571102148236,04571102148236,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148311,04571102148311,ロングシースカテーテル,シルックス,710010001,B00200103,血管造影用シースイントロデューサーセット　選択的導入用（ガイディングカテーテルを兼ねるもの）,13600,1
4571102148342,04571102148342,脳血管造影用カテーテル（ＣＡ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148366,04571102148366,脳血管造影用カテーテル（ＣＡ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148465,04571102148465,脳血管造影用カテーテル（ＣＡ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148564,04571102148564,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148588,04571102148588,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148595,04571102148595,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148601,04571102148601,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148618,04571102148618,脳血管造影用カテーテル（ＣＡ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148632,04571102148632,多目的カテーテル（ＭＰ）,シルックス,728550000,B00200902,血管造影用カテーテル　バルーン型（Ⅰ）,13400,1
4571102148717,04571102148717,脳血管造影用カテーテル（ＣＡ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148786,04571102148786,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148830,04571102148830,ロングシースカテーテル,シルックス,710010001,B00200103,血管造影用シースイントロデューサーセット　選択的導入用（ガイディングカテーテルを兼ねるもの）,13600,1
4571102148885,04571102148885,ピッグテールカテーテル（ＰＧ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148922,04571102148922,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148939,04571102148939,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148953,04571102148953,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102148960,04571102148960,脳血管造影用カテーテル（ＣＡ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149134,04571102149134,ガイドワイヤー（テフロン・固定コア）,ガデリウス・メディカル,710011034,B002197,ガイドワイヤー,1870,1
4571102149141,04571102149141,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149158,04571102149158,ガイドワイヤー（テフロン・固定コア）,ガデリウス・メディカル,710011034,B002197,ガイドワイヤー,1870,1
4571102149172,04571102149172,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149226,04571102149226,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149264,04571102149264,脳血管造影用カテーテル（ＣＡ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149271,04571102149271,脳血管造影用カテーテル（ＣＡ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149295,04571102149295,ＣＸ－ＰＴＣＤキット,シルックス,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,1910,1
4571102149301,04571102149301,ガイドワイヤー（テフロン・固定コア）,シルックス,710011034,B002197,ガイドワイヤー,1870,1
4571102149325,04571102149325,血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149332,04571102149332,血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149349,04571102149349,血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149356,04571102149356,血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149479,04571102149479,血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149493,04571102149493,ＣＸカテーテル（ピッグテール）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149509,04571102149509,脳血管造影用カテーテル（ＣＡ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149530,04571102149530,多目的カテーテル（ＭＰ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149561,04571102149561,腹部血管造影用カテーテル,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149585,04571102149585,多目的カテーテル（ＭＰ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149769,04571102149769,多目的カテーテル（ＭＰ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
4571102149776,04571102149776,カテーテル交換用ガイド（テフロン）,ガデリウス・メディカル,738200000,B00201201,血管造影用ガイドワイヤー　交換用,2090,1
4571102149783,04571102149783,ガイドワイヤー（テフロン・固定コア）,ガデリウス・メディカル,710011034,B002197,ガイドワイヤー,1870,1
4571102149790,04571102149790,ガイドワイヤー（テフロン・固定コア）,ガデリウス・メディカル,710011034,B002197,ガイドワイヤー,1870,1
4571102149806,04571102149806,バルーン双極ペーシングカテーテル,ガデリウス・メディカル,737010000,B00211401,体外式ペースメーカー用カテーテル電極　一時ペーシング型,14400,1
4571102149943,04571102149943,脳血管造影用カテーテル（ＣＡ）,シルックス,738180000,B00200901,血管造影用カテーテル　一般用,1720,1
