jan13keta,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
4546364010584,04546364010584,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364010584,14546364010581,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,5
4546364010591,04546364010591,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364010591,14546364010598,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,5
4546364010607,04546364010607,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364010607,14546364010604,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,5
4546364010614,04546364010614,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364010614,14546364010611,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,5
4546364011093,04546364011093,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364011093,14546364011090,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,5
4546364011109,04546364011109,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364011109,14546364011106,エムジェクターニードル,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,5
4546364011239,04546364011239,マイクロサイト,富士システムズ,737410000,B0021330601,血管内手術用カテーテル　オクリュージョンカテーテル　標準型,15600,1
4546364011239,14546364011236,マイクロサイト,富士システムズ,737410000,B0021330601,血管内手術用カテーテル　オクリュージョンカテーテル　標準型,15600,1
4546364011246,04546364011246,マイクロサイト,富士システムズ,737410000,B0021330601,血管内手術用カテーテル　オクリュージョンカテーテル　標準型,15600,1
4546364011246,14546364011243,マイクロサイト,富士システムズ,737410000,B0021330601,血管内手術用カテーテル　オクリュージョンカテーテル　標準型,15600,1
4546364012908,04546364012908,エゴイスト　アルティメット　インターベンショナルガイドワイヤ,メディコスヒラタ,738210000,B00201202,血管造影用ガイドワイヤー　微細血管用,12500,1
4546364012922,04546364012922,エゴイスト　アルティメット　インターベンショナルガイドワイヤ,メディコスヒラタ,738210000,B00201202,血管造影用ガイドワイヤー　微細血管用,12500,1
4546364013417,04546364013417,エゴイスト インターベンショナルガイドワイヤ,メディコスヒラタ,738210000,B00201202,血管造影用ガイドワイヤー　微細血管用,12500,1
4546364013424,04546364013424,エゴイスト インターベンショナルガイドワイヤ,メディコスヒラタ,738210000,B00201202,血管造影用ガイドワイヤー　微細血管用,12500,1
4546364013431,04546364013431,エゴイスト インターベンショナルガイドワイヤ,メディコスヒラタ,738210000,B00201202,血管造影用ガイドワイヤー　微細血管用,12500,1
4546364013738,04546364013738,イージー マルチサイザー,メディコスヒラタ,710010350,B00200905,血管造影用カテーテル　サイジング機能付加型,3230,1
4546364013752,04546364013752,イージー マルチサイザー,メディコスヒラタ,710010350,B00200905,血管造影用カテーテル　サイジング機能付加型,3230,1
4546364013868,04546364013868,イージー マルチサイザー,メディコスヒラタ,710010350,B00200905,血管造影用カテーテル　サイジング機能付加型,3230,1
4546364013875,04546364013875,イージー マルチサイザー,メディコスヒラタ,710010350,B00200905,血管造影用カテーテル　サイジング機能付加型,3230,1
4546364013929,04546364013929,エゴイスト アルティメット インターベンショナルガイドワイヤ,メディコスヒラタ,738210000,B00201202,血管造影用ガイドワイヤー　微細血管用,12500,1
4546364014230,04546364014230,エム・ジェクターニードルNeo,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364014247,04546364014247,エム・ジェクターニードルNeo,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364014254,04546364014254,エム・ジェクターニードルNeo,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364014261,04546364014261,エム・ジェクターニードルNeo,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364014278,04546364014278,エム・ジェクターニードルNeo,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364014285,04546364014285,エム・ジェクターニードルNeo,メディコスヒラタ,729480000,B00209701,食道静脈瘤硬化療法用セット　食道静脈瘤硬化療法用穿刺針,3690,1
4546364014711,04546364014711,エゴイスト フレックス インターベンショナルガイドワイヤ,メディコスヒラタ,738210000,B00201202,血管造影用ガイドワイヤー　微細血管用,12500,1
4546364014728,04546364014728,エゴイスト フィット インターベンショナルガイドワイヤ,メディコスヒラタ,738210000,B00201202,血管造影用ガイドワイヤー　微細血管用,12500,1
4546540000279,04546540000279,インサーター付きセメントプラグディスポインサーター付,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540007889,04546540007889,ユニバーサルセメントプラグ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540007896,04546540007896,セメントプラグ径１１．０ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540007902,04546540007902,セメントプラグ径１２．５ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540007919,04546540007919,セメントプラグ径１４．０ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540007926,04546540007926,セメントプラグ径１５．５ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540007933,04546540007933,セメントプラグ径１７．０ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540007940,04546540007940,セメントプラグ径１８．５ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540007957,04546540007957,セメントプラグ径２０．０ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024640,04546540024640,オムニフィット遠位セメントスペーサー径８ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024657,04546540024657,オムニフィット遠位セメントスペーサー径９ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024664,04546540024664,オムニフィット遠位セメントスペーサー径１０ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024671,04546540024671,オムニフィット遠位セメントスペーサー径１１ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024688,04546540024688,オムニフィット遠位セメントスペーサー径１２ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024695,04546540024695,オムニフィット遠位セメントスペーサー径１３ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024701,04546540024701,オムニフィット遠位セメントスペーサー径１４ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024718,04546540024718,オムニフィット遠位セメントスペーサー径１５ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024725,04546540024725,オムニフィット遠位セメントスペーサー径１６ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024732,04546540024732,オムニフィット遠位セメントスペーサー径１７ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540024749,04546540024749,オムニフィット遠位セメントスペーサー径１８ＭＭ,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540039637,04546540039637,バイオプレップ　ボーンプレパレーションキット,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540040329,04546540040329,リストレーション　ギャップＩＩ　シェル外径４８ＭＭ左,日本ストライカー,710010655,B0020590102,オプション部品　人工関節用部品　カップサポート,80500,1
4546540040336,04546540040336,リストレーション　ギャップＩＩ　シェル外径４８ＭＭ右,日本ストライカー,710010655,B0020590102,オプション部品　人工関節用部品　カップサポート,80500,1
4546540040343,04546540040343,リストレーション　ギャップＩＩ　シェル外径５２ＭＭ左,日本ストライカー,710010655,B0020590102,オプション部品　人工関節用部品　カップサポート,80500,1
4546540040350,04546540040350,リストレーション　ギャップＩＩ　シェル外径５２ＭＭ右,日本ストライカー,710010655,B0020590102,オプション部品　人工関節用部品　カップサポート,80500,1
4546540040367,04546540040367,リストレーション　ギャップＩＩ　シェル外径５６ＭＭ左,日本ストライカー,710010655,B0020590102,オプション部品　人工関節用部品　カップサポート,80500,1
4546540040374,04546540040374,リストレーション　ギャップＩＩ　シェル外径５６ＭＭ右,日本ストライカー,710010655,B0020590102,オプション部品　人工関節用部品　カップサポート,80500,1
4546540040381,04546540040381,リストレーション　ギャップＩＩ　シェル外径６０ＭＭ左,日本ストライカー,710010655,B0020590102,オプション部品　人工関節用部品　カップサポート,80500,1
4546540040398,04546540040398,リストレーション　ギャップＩＩ　シェル外径６０ＭＭ右,日本ストライカー,710010655,B0020590102,オプション部品　人工関節用部品　カップサポート,80500,1
4546540040404,04546540040404,リストレーション　ギャップＩＩ　シェル外径６４ＭＭ左,日本ストライカー,710010655,B0020590102,オプション部品　人工関節用部品　カップサポート,80500,1
4546540040411,04546540040411,リストレーション　ギャップＩＩ　シェル外径６４ＭＭ右,日本ストライカー,710010655,B0020590102,オプション部品　人工関節用部品　カップサポート,80500,1
4546540055422,04546540055422,バイオプレップ　セメントアプリケーションキット,日本ストライカー,738570000,B0020590101,オプション部品　人工関節用部品　一般オプション部品,19400,1
4546540080240,04546540080240,ソーラーヒューメラルヘッド径４０ＭＭ厚さ１２ＭＭ,日本ストライカー,710010944,B00206502021,人工肩関節用材料　上腕骨側材料　ステムヘッド及びトレイ　ステムヘッド,214000,1
4546540080257,04546540080257,ソーラーヒューメラルヘッド径４０ＭＭ厚さ１５ＭＭ,日本ストライカー,710010944,B00206502021,人工肩関節用材料　上腕骨側材料　ステムヘッド及びトレイ　ステムヘッド,214000,1
4546540080264,04546540080264,ソーラーヒューメラルヘッド径４０ＭＭ厚さ１８ＭＭ,日本ストライカー,710010944,B00206502021,人工肩関節用材料　上腕骨側材料　ステムヘッド及びトレイ　ステムヘッド,214000,1
4546540080271,04546540080271,ソーラーヒューメラルヘッド径４０ＭＭ厚さ２１ＭＭ,日本ストライカー,710010944,B00206502021,人工肩関節用材料　上腕骨側材料　ステムヘッド及びトレイ　ステムヘッド,214000,1
4546540080288,04546540080288,ソーラーヒューメラルヘッド径４５ＭＭ厚さ１２ＭＭ,日本ストライカー,710010944,B00206502021,人工肩関節用材料　上腕骨側材料　ステムヘッド及びトレイ　ステムヘッド,214000,1
4546540080295,04546540080295,ソーラーヒューメラルヘッド径４５ＭＭ厚さ１５ＭＭ,日本ストライカー,710010944,B00206502021,人工肩関節用材料　上腕骨側材料　ステムヘッド及びトレイ　ステムヘッド,214000,1
