jan13keta,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
4545367000349,04545367000349,ゼメックスイントロデューサーセット,ゼオンメディカル,738150000,B0020010101,血管造影用シースイントロデューサーセット　一般用　標準型,2130,1
4545367000349,14545367000346,ゼメックスイントロデューサーセット,ゼオンメディカル,738150000,B0020010101,血管造影用シースイントロデューサーセット　一般用　標準型,2130,5
4545367000875,04545367000875,ゼメックスＩＡＢＰバルーン（バルーン・挿入具セット）,ゼオンメディカル,727610000,B00212801,バルーンパンピング用バルーンカテーテル　一般用標準型,151000,1
4545367000875,14545367000872,ゼメックスＩＡＢＰバルーン（バルーン・挿入具セット）,ゼオンメディカル,727610000,B00212801,バルーンパンピング用バルーンカテーテル　一般用標準型,151000,1
4545367003036,04545367003036,ゼオン経腸栄養カテーテル（経鼻タイプ）,フォルテグロウメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,1
4545367003036,14545367003033,ゼオン経腸栄養カテーテル（経鼻タイプ）,フォルテグロウメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,10
4545367003043,04545367003043,ゼオン経腸栄養カテーテル（経鼻タイプ）,フォルテグロウメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,1
4545367003043,14545367003040,ゼオン経腸栄養カテーテル（経鼻タイプ）,フォルテグロウメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,10
4545367003050,04545367003050,ゼオン経腸栄養カテーテル（経鼻タイプ）,フォルテグロウメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,1
4545367003050,14545367003057,ゼオン経腸栄養カテーテル（経鼻タイプ）,フォルテグロウメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,10
4545367003067,04545367003067,ゼオン経腸栄養カテーテル（経鼻タイプ）,フォルテグロウメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,1
4545367003067,14545367003064,ゼオン経腸栄養カテーテル（経鼻タイプ）,フォルテグロウメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,10
4545367003074,04545367003074,ゼオン経腸栄養カテーテル（経鼻タイプ）,フォルテグロウメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,1
4545367003074,14545367003071,ゼオン経腸栄養カテーテル（経鼻タイプ）,フォルテグロウメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,10
4545367003401,04545367003401,ゼオン　経腸栄養カテーテル,ゼオンメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,1
4545367003401,14545367003408,ゼオン　経腸栄養カテーテル,ゼオンメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,10
4545367003456,04545367003456,ゼオン　経腸栄養カテーテル（経鼻タイプ）,ゼオンメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,1
4545367003456,14545367003453,ゼオン　経腸栄養カテーテル（経鼻タイプ）,ゼオンメディカル,733240000,B0020260103,栄養カテーテル　経鼻用　経腸栄養用,1600,10
4545367003548,04545367003548,胆石除去用カテーテル,フォルテグロウメディカル,737720000,B00213601,胆道結石除去用カテーテルセット　経皮的バルーンカテーテル,14100,1
4545367003548,14545367003545,胆石除去用カテーテル,フォルテグロウメディカル,737720000,B00213601,胆道結石除去用カテーテルセット　経皮的バルーンカテーテル,14100,1
