jan13keta,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
4714123641755,04714123641755,BIOTEQ　PTCDキット,ガデリウス・メディカル,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,-,1
4714123641755,04714123641755,BIOTEQ　PTCDキット,ガデリウス・メディカル,710011035,B002198,ドレナージカテーテル,-,1
4714123641755,34714123641756,BIOTEQ　PTCDキット,ガデリウス・メディカル,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,-,4
4714123641755,34714123641756,BIOTEQ　PTCDキット,ガデリウス・メディカル,710011035,B002198,ドレナージカテーテル,-,4
4714123641762,04714123641762,BIOTEQ　PTCDキット,ガデリウス・メディカル,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,-,1
4714123641762,04714123641762,BIOTEQ　PTCDキット,ガデリウス・メディカル,710011035,B002198,ドレナージカテーテル,-,1
4714123641762,34714123641763,BIOTEQ　PTCDキット,ガデリウス・メディカル,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,-,4
4714123641762,34714123641763,BIOTEQ　PTCDキット,ガデリウス・メディカル,710011035,B002198,ドレナージカテーテル,-,4
4714123641779,04714123641779,BIOTEQ　PTCDキット,ガデリウス・メディカル,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,-,1
4714123641779,04714123641779,BIOTEQ　PTCDキット,ガデリウス・メディカル,710011035,B002198,ドレナージカテーテル,-,1
4714123641779,34714123641770,BIOTEQ　PTCDキット,ガデリウス・メディカル,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,-,4
4714123641779,34714123641770,BIOTEQ　PTCDキット,ガデリウス・メディカル,710011035,B002198,ドレナージカテーテル,-,4
4714123641786,04714123641786,BIOTEQ　PTCDキット,ガデリウス・メディカル,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,-,1
4714123641786,04714123641786,BIOTEQ　PTCDキット,ガデリウス・メディカル,710011035,B002198,ドレナージカテーテル,-,1
4714123641786,34714123641787,BIOTEQ　PTCDキット,ガデリウス・メディカル,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,-,4
4714123641786,34714123641787,BIOTEQ　PTCDキット,ガデリウス・メディカル,710011035,B002198,ドレナージカテーテル,-,4
4714123641793,04714123641793,BIOTEQ　PTCDキット,ガデリウス・メディカル,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,-,1
4714123641793,04714123641793,BIOTEQ　PTCDキット,ガデリウス・メディカル,710011035,B002198,ドレナージカテーテル,-,1
4714123641793,34714123641794,BIOTEQ　PTCDキット,ガデリウス・メディカル,710010923,B00203303,経皮的又は経内視鏡的胆管等ドレナージ用材料　穿刺針,-,4
4714123641793,34714123641794,BIOTEQ　PTCDキット,ガデリウス・メディカル,710011035,B002198,ドレナージカテーテル,-,4
