jan13keta,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
0677964036507,00677964036507,ダイアフィルター　ＨＦジュニア,テクノウッド,720110000,B00204004011,人工腎臓用特定保険医療材料（回路を含む。）　持続緩徐式血液濾過器　標準型　一般用,27000,1
0677964036507,20677964036501,ダイアフィルター　ＨＦジュニア,テクノウッド,720110000,B00204004011,人工腎臓用特定保険医療材料（回路を含む。）　持続緩徐式血液濾過器　標準型　一般用,27000,1
0677964000171,00677964000171,ミンテックヘモコンセントレーターHPH400,テクノウッド,737180000,B00212704,（本体）人工心肺回路　血液濃縮回路,-,1
0677964000171,20677964000175,ミンテックヘモコンセントレーターHPH400,テクノウッド,737180000,B00212704,（本体）人工心肺回路　血液濃縮回路,-,1
0677964000188,00677964000188,ミンテックヘモコンセントレーターHPH1000,テクノウッド,737180000,B00212704,（本体）人工心肺回路　血液濃縮回路,-,1
0677964000188,20677964000182,ミンテックヘモコンセントレーターHPH1000,テクノウッド,737180000,B00212704,（本体）人工心肺回路　血液濃縮回路,-,1
0677964000195,00677964000195,ミンテックヘモコンセントレーターHPH1400,テクノウッド,737180000,B00212704,（本体）人工心肺回路　血液濃縮回路,-,1
0677964000195,20677964000199,ミンテックヘモコンセントレーターHPH1400,テクノウッド,737180000,B00212704,（本体）人工心肺回路　血液濃縮回路,-,1
0677964000867,00677964000867,ミンテックヘモコンセントレーターHPH　Junior,テクノウッド,737180000,B00212704,（本体）人工心肺回路　血液濃縮回路,-,1
0677964000867,20677964000861,ミンテックヘモコンセントレーターHPH　Junior,テクノウッド,737180000,B00212704,（本体）人工心肺回路　血液濃縮回路,-,1
