jan13keta,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
4944287000024,04944287000024,チタン製　胸骨縫合用マツダワイヤ－,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,1
4944287000024,54944287000029,チタン製　胸骨縫合用マツダワイヤ－,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,10
4944287000079,04944287000079,Ｅ胸骨５０㎜１／２～１．０チタンワイヤ５０㎝,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,1
4944287000079,24944287000073,Ｅ胸骨５０㎜１／２～１．０チタンワイヤ５０㎝,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,10
4944287000079,54944287000074,Ｅ胸骨５０㎜１／２～１．０チタンワイヤ５０㎝,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,50
4944287000109,04944287000109,マツダワイヤ－　（大人用）,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,1
4944287000116,04944287000116,マツダワイヤ－（ワイヤーのみ１本入）,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,1
4944287000192,04944287000192,チタン製　　漏斗胸プレ－ト２０ｃｍ,松田医科工業,734370000,B00206110022,固定用内副子（プレート）　その他のプレート　特殊　スクリュー非使用型,176000,1
4944287000352,04944287000352,胸骨３７ＭＭ１／２～０．５５ステンレスワイヤ５０㎝,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,1
4944287000352,24944287000356,胸骨３７ＭＭ１／２～０．５５ステンレスワイヤ５０㎝,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,10
4944287000352,54944287000357,胸骨３７ＭＭ１／２～０．５５ステンレスワイヤ５０㎝,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,50
4944287000369,04944287000369,胸骨４５ＭＭ１／２～０．７ステンレスワイヤ５０㎝,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,1
4944287000697,04944287000697,０７７　胸骨３１ｍｍ３／８～０．６ＳＳ　４０ｃｍ　５本入,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,1
4944287000697,24944287000691,０７７　胸骨３１ｍｍ３／８～０．６ＳＳ　４０ｃｍ　５本入,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,5
4944287000697,54944287000692,０７７　胸骨３１ｍｍ３／８～０．６ＳＳ　４０ｃｍ　５本入,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,25
4944287000703,04944287000703,０７７　胸骨３７ｍｍ３／８～０．８ＳＳ　４０ｃｍ　５本入,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,1
4944287000703,24944287000707,０７７　胸骨３７ｍｍ３／８～０．８ＳＳ　４０ｃｍ　５本入,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,5
4944287000703,54944287000708,０７７　胸骨３７ｍｍ３／８～０．８ＳＳ　４０ｃｍ　５本入,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,25
4944287000710,04944287000710,Ｅ胸骨５０ｍｍ１／２～１．０　チタンワイヤー　５０ｃｍ,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,1
4944287000710,24944287000714,Ｅ胸骨５０ｍｍ１／２～１．０　チタンワイヤー　５０ｃｍ,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,10
4944287000710,54944287000715,Ｅ胸骨５０ｍｍ１／２～１．０　チタンワイヤー　５０ｃｍ,松田医科工業,736100000,B0020750101,固定用金属線　金属線　ワイヤー,16,50
4944287000987,04944287000987,滅菌済プレジェットF　（×１０ｍｍ）×,松田医科工業,736720000,B00209905,組織代用人工繊維布　プレジェット・チューブ,162,1
4944287000987,54944287000982,滅菌済プレジェットF　（×１０ｍｍ）×,松田医科工業,736720000,B00209905,組織代用人工繊維布　プレジェット・チューブ,162,10
