jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4942962257251,04942962257251,個,14942962257258,袋,,,頭皮電極　リード線付／ＣＦＭ－６０００用　２０個入,25725,‐,,1,アトムメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942962257411,04942962257411,個,14942962257418,箱,,,頭皮電極　リード線付／ＣＦＭ－オービーエム用　１２個入,25741,‐,,1,アトムメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942962263535,04942962263535,個,14942962263532,箱,,,成人用ディスポセンサ／指用　２０個入,26353,‐,,1,アトムメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942962263559,04942962263559,個,14942962263556,箱,,,未熟児用ディスポセンサ／　Ｌタイプ　２０個入,26355,Ｌタイプ,,1,アトムメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942962263566,04942962263566,個,14942962263563,箱,,,新生児用ディスポセンサ／　Ｌタイプ　２０個入,26356,Ｌタイプ,,1,アトムメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942962263573,04942962263573,個,14942962263570,箱,,,小児用ディスポセンサ／　Ｌタイプ　２０個入,26357,Ｌタイプ,,1,アトムメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942962380645,04942962380645,個,14942962380642,箱,,,ソフト・Ｅ（X線透過型ＥＣＧ電極）　成人用／３５×３５ｍｍ　３００個入,38064,成人用　３５×３５ｍｍ,,1,アトムメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942962380652,04942962380652,個,14942962380659,箱,,,ソフト・Ｅ（X線透過型ＥＣＧ電極）　小児用M／３４×２２ｍｍ　３００個入,38065,小児用M　３４×２２ｍｍ,,1,アトムメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942962380669,04942962380669,個,14942962380666,箱,,,ソフト・Ｅ（X線透過型ＥＣＧ電極）　小児用S／２２×２２ｍｍ　３００個入,38066,小児用S　２２×２２ｍｍ,,1,アトムメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942962380683,04942962380683,個,14942962380680,箱,,,ソフト・Ｅ（X線透過型ＥＣＧ電極　リード線付）　新生児用M／３４×２２ｍｍ　３００個入,38068,新生児用M　３４×２２ｍｍ,,1,アトムメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
