jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
5701780235556,05701780235556,箱,,,,,ぺリスティーン　トランスアナルイリゲーション　＊システム(バルーンカテーテル大)＊　バルーンカテーテル(大)2本　コントロールユニット1個　ウォーターバッグ1枚　チューブ本　ストラップ2本　収納用バッグ1個,29140,システム（バルーンカテーテル大）,,,コロプラスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780236119,05701780236119,箱,,,,,ぺリスティーン　トランスアナルイリゲーション　＊付属ユニット（バルーンカテーテル大）＊　バルーンカテーテル（大）１５本　ウォーターバッグ１枚,29142,バルーンカテーテル大１５本　ウォーターバッグ１枚,,,コロプラスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780237123,05701780237123,箱,,,,,ぺリスティーン　トランスアナルイリゲーション　＊チューブ＊　チューブ２本,29146,チューブ２本,,,コロプラスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780237420,05701780237420,箱,,,,,ぺリスティーン　トランスアナルイリゲーション　＊システム(バルーンカテーテル小)＊　バルーンカテーテル(小)2本　コントロールユニット1個　ウォーターバッグ1枚　チューブ1本　ストラップ2本　収納用バッグ1個,29147,システム（バルーンカテーテル小）,,,コロプラスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780238113,05701780238113,箱,,,,,ぺリスティーン　トランスアナルイリゲーション　＊付属ユニット（バルーンカテーテル小）＊　バルーンカテーテル（小）１５本　ウォーターバッグ１枚,29149,バルーンカテーテル小１５本　ウォーターバッグ１枚,,,コロプラスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780594745,05701780594745,箱,,,,,アシュラ　イリゲーションセット,12830,アシュラ　イリゲーションセット60mm,,,コロプラスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780223744,05701780223744,箱,,,,,コロプラスト　ウォーターバッグ,1511,コロプラスト　ウォーターバッグ,,,コロプラスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780223614,05701780223614,箱,,,,,コロチップ,1110,コロチップ4個入,,,コロプラスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780975728,05701780975728,箱,,,,,ぺリスティーン　アナルプラグS 20個入り,1450,Ｓ（小）,,,コロプラスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780975742,05701780975742,箱,,,,,ぺリスティーン　アナルプラグL 20個入り,1451,L（大）,,,コロプラスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780716734,05701780716734,箱,,,,,コムフィールアルカスドレッシング,3225,１０×１０ｃｍ（5枚入り）,10,500,コロプラスト,736740000,皮膚欠損用創傷被覆材（皮下組織に至る創傷用・標準型）,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780716758,05701780716758,箱,,,,,コムフィールアルカスドレッシング,3227,１５×１５ｃｍ（5枚入り）,10,1125,コロプラスト,736740000,皮膚欠損用創傷被覆材（皮下組織に至る創傷用・標準型）,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780716772,05701780716772,箱,,,,,コムフィールアルカスドレッシング,3229,２０×２０ｃｍ（5枚入り）,10,2000,コロプラスト,736740000,皮膚欠損用創傷被覆材（皮下組織に至る創傷用・標準型）,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701780759960,05701780759960,箱,,,,,コムフィールアルカスドレッシング,3233,４×６ｃｍ（30枚入り）,10,720,コロプラスト,736740000,皮膚欠損用創傷被覆材（皮下組織に至る創傷用・標準型）,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
