jan13keta,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
4904585705366,04904585705366,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,1
4904585705366,14904585705363,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,3
4904585705366,24904585705360,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,3
4904585711954,04904585711954,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,1
4904585711954,14904585711951,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,3
4904585711954,24904585711958,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,3
4904585721526,04904585721526,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,1
4904585721526,14904585721523,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,2
4904585721526,24904585721520,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,2
4904585721670,04904585721670,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,1
4904585721670,14904585721677,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,3
4904585721670,24904585721674,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,3
4904585753251,04904585753251,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,1
4904585753251,14904585753258,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,2
4904585753251,24904585753255,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,2
4904585905025,04904585905025,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,1
4904585905025,14904585905022,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,4
4904585905025,24904585905029,手術基本キット,リブドゥコーポレーション,733420000,B00202902011,吸引留置カテーテル　受動吸引型　フィルム・チューブドレーン　フィルム型,264,4
