jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4250480106617,04250480106617,個,,,,,ウロリフト2・ビジュアルオブチュレーター,UL-VO,-,,,テレフレックスメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500139,04250094500139,個,14250094500136,箱,,,ＰＣＣＯモニタリングキット,PV8015,‐,,1,ＴＫＢ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250480106594,04250480106594,本,,,,,ウロリフト2・シース(20F),UL-SHEATH,-,,,テレフレックスメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250480108734,04250480108734,本,,,,,ウロリフト2・リジットグラスパー,UL-GRASP-R,-,,,テレフレックスメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250480108741,04250480108741,本,,,,,ウロリフト2・リジットシザーズ,UL-SCI-R,-,,,テレフレックスメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105614886,04250105614886,個,,,,,ＬＴ／ＬＴＳ／ＬＴＳ－Ｄ用１００ｍＬシリンジ　１０本／箱,54-04-555,－,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105626421,04250105626421,個,,,,,ＬＴＳ－Ｄ用６０ｍＬシリンジ　１０本／箱,54-04-444,－,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105627626,04250105627626,個,,,,,ＬＴＳ－Ｄ用１００ｍＬシリンジ　１０本／箱,54-04-555-A,－,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500153,04250094500153,個,14250094500150,箱,,,温度センサハウジング（常温用）,PV4046,常温用,,1,ＴＫＢ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105620368,04250105620368,個,,,,,ＶＢＭチューブチェンジャ　オキシチェンジャ　外径１１Ｆｒ／８０ｃｍ長　５本／箱,33-45-800-1,－,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105620375,04250105620375,個,,,,,ＶＢＭチューブチェンジャ　オキシチェンジャ　外径１４Ｆｒ／８０ｃｍ長　５本／箱,33-46-800-1,－,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105620382,04250105620382,個,,,,,ＶＢＭチューブチェンジャ　オキシチェンジャ　外径１９Ｆｒ／８０ｃｍ長　５本／箱,33-47-800-1,－,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105629705,04250105629705,箱,14250105629702,箱,,,VBMエクスチェンジャ 外径19Fr/80cm長 5本/箱,33-40-800-1,19Fr/80cm長/コネクタ無 5本/箱,,,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105629712,04250105629712,箱,14250105629719,箱,,,VBMエクスチェンジャ 外径14Fr/80cm長 5本/箱,33-41-800-1,14Fr/80cm長/コネクタ無 5本/箱,,,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105629729,04250105629729,箱,14250105629726,箱,,,VBMエクスチェンジャ 外径11Fr/80cm長 5本/箱,33-42-800-1,11Fr/80cm長/コネクタ無 5本/箱,,,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250347601835,04250347601835,個,14250347601832,箱,,,ロワメッド　フィルタ,A-6704-88,０．２μｍ,,1,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250347605505,04250347605505,個,14250347605502,箱,,,ロワメッド　フィルタＮＲＦｉｔ,A-6750-88,０．２μｍ　ＩＳＯ　８０３６９－６,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105613476,04250105613476,個,,,,,ラリンゴブロック・ディスポ喉頭鏡　ＭＡＣ＃４成人用（大）　２０本／箱,36-20-004,ハンドル一体型ディスポブレード　マッキントッシュＮｏ４　成,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105613742,04250105613742,個,,,,,ラリンゴブロック・ディスポ喉頭鏡ＭＡＣ＃２小児用　２０本／箱,36-20-002,ハンドル一体型ディスポブレード　マッキントッシュＮｏ２　小,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105613759,04250105613759,個,,,,,ラリンゴブロック・ディスポ喉頭鏡ＭＡＣ＃３成人用　２０本／箱,36-20-003,ハンドル一体型ディスポブレード　マッキントッシュＮｏ３　成,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105616385,04250105616385,個,,,,,ラリンゴブロック・ディスポ喉頭鏡用ライトブロック　１本／箱,36-10-000,ライトブロック（スタンダード）　１本／箱,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617498,04250105617498,個,,,,,ラリンゴブロック・ディスポ喉頭鏡用ライトブロックショート１本／箱,36-15-000,ライトブロック（ショート）　１本／箱,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617504,04250105617504,個,,,,,ラリンゴブロック・ディスポ喉頭鏡ＭＩＬショート＃１乳児／小児用　２０本／箱,36-35-001,ハンドル一体型ディスポブレード　ミラー（ショート）Ｎｏ１乳,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617511,04250105617511,個,,,,,ラリンゴブロック・ディスポ喉頭鏡ＭＩＬショート＃０新生児用　２０本／箱,36-35-000,ハンドル一体型ディスポブレード　ミラー（ショート）Ｎｏ０新,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617528,04250105617528,個,,,,,ラリンゴブロック・ディスポ喉頭鏡ＭＩＬ＃１乳児／小児用　２０本／箱,36-30-001,ハンドル一体型ディスポブレード　ミラーＮｏ１,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617535,04250105617535,個,,,,,ラリンゴブロック・ディスポ喉頭鏡ＭＩＬ＃０新生児用　２０本／箱,36-30-000,ハンドル一体型ディスポブレード　ミラーＮｏ０新生児用　　２,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617542,04250105617542,個,,,,,ラリンゴブロック・ディスポ喉頭鏡オックスフォードショート＃０新生児用　２０本／箱,36-45-000,ハンドル一体型ディスポブレード　オックス,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617559,04250105617559,個,,,,,ラリンゴブロック・ディスポ喉頭鏡オックスフォード＃０新生児用　２０本／箱,36-40-000,ハンドル一体型ディスポブレード　オックス,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617566,04250105617566,個,,,,,ラリンゴブロック・ディスポ喉頭鏡ＭＡＣショート＃２小児用　２０本／箱,36-25-002,ハンドル一体型ディスポブレード　マッキントッシュ（ショート,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617573,04250105617573,個,,,,,ラリンゴブロック・ディスポ喉頭鏡ＭＡＣショート＃４成人用（大）　２０本／箱,36-25-004,ハンドル一体型ディスポブレード　マッキントッシュ（ショート,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617580,04250105617580,個,,,,,ラリンゴブロック・ディスポ喉頭鏡ＭＡＣショート＃３成人用　２０本／箱,36-25-003,ハンドル一体型ディスポブレード　マッキントッシュ（ショート,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500283,04250094500283,個,14250094500280,箱,,,ＣｅＶＯＸ  プローベ  （３５ｃｍ、２Ｆ）,PV2022-35,３５ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500313,04250094500313,個,14250094500310,箱,,,ＣｅＶＯＸ  プローベ（３０ｃｍ、２Ｆ）,PV2022-30,３０ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500320,04250094500320,個,14250094500327,箱,,,ＣｅＶＯＸ  プローベ  （３１ｃｍ、２Ｆ）,PV2022-31,３１ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500337,04250094500337,個,14250094500334,箱,,,ＣｅＶＯＸ  プローベ  （３２ｃｍ、２Ｆ）,PV2022-32,３２ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500344,04250094500344,個,14250094500341,箱,,,ＣｅＶＯＸ  プローベ  （３３ｃｍ、２Ｆ）,PV2022-33,３３ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500351,04250094500351,個,14250094500358,箱,,,ＣｅＶＯＸ  プローベ  （３４ｃｍ、２Ｆ）,PV2022-34,３４ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500368,04250094500368,個,14250094500365,箱,,,ＣｅＶＯＸ  プローベ  （３６ｃｍ、２Ｆ）,PV2022-36,３６ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500375,04250094500375,個,14250094500372,箱,,,ＣｅＶＯＸ  プローベ  （３７ｃｍ、２Ｆ）,PV2022-37,３７ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500382,04250094500382,個,14250094500389,箱,,,ＣｅＶＯＸ  プローベ  （３８ｃｍ、２Ｆ）,PV2022-38,３８ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500450,04250094500450,個,14250094500457,箱,,,ＣｅＶＯＸ  プローベ  （４６ｃｍ、２Ｆ）,PV2022-46,４６ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500467,04250094500467,個,14250094500464,箱,,,ＣｅＶＯＸ  プローベ  （４７ｃｍ、２Ｆ）,PV2022-47,４７ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500474,04250094500474,個,,,,,ＣｅＶＯＸ　プローベ　（４８ｃｍ、２Ｆ）,PV2022-48,４８ｃｍ、２Ｆ,22700,1,ゲティンゲグループ・ジャパン,710010691,中心静脈血酸素飽和度測定用プロ-ブ,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105609158,04250105609158,個,,,,,ハイ・ロー・ハンドカフ圧ゲージⅡ,109-02,-,,,コヴィディエン ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500030,04250094500030,個,14250094500037,箱,,,ＰＣＣＯカテーテルキットⅡ（４Ｆｒ、８ｃｍ）,PV2014L08,４Ｆｒ、８ｃｍ,27800,1,ＴＫＢ,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500092,04250094500092,個,14250094500099,箱,,,ＰＣＣＯカテーテルキットⅡ（５Ｆｒ、２０ｃｍ）,PV2015L20,５Ｆｒ、２０ｃｍ,27800,1,ＴＫＢ,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500108,04250094500108,個,14250094500105,箱,,,ＰＣＣＯカテーテルキットⅡ（４Ｆｒ、１６ｃｍ）,PV2014L16,４Ｆｒ、１６ｃｍ,27800,1,ＴＫＢ,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500207,04250094500207,個,14250094500204,箱,,,ＰＣＣＯカテーテルキットⅡ（３Ｆｒ、７ｃｍ）,PV2013L07,３Ｆｒ、７ｃｍ,27800,1,ＴＫＢ,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500306,04250094500306,個,14250094500303,箱,,,ＰＣＣＯカテーテルキットⅡ（４Ｆｒ　２２ｃｍ）,PV2014L22,４Ｆｒ　２２ｃｍ,27800,1,ＴＫＢ,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500634,04250094500634,個,14250094500631,箱,,,ＰＣＣＯカテーテルキットⅡ（３Ｆｒ  ７ｃｍ  Ｎｉｔｉ）,PV2013L07N,３Ｆｒ　７ｃｍ　Ｎｉｔｉ,27800,1,ゲティンゲグループ・ジャパン,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500641,04250094500641,個,14250094500648,箱,,,ＰＣＣＯカテーテルキットⅡ（４Ｆｒ  ８ｃｍ  Ｎｉｔｉ）,PV2014L08N,４Ｆｒ　８ｃｍ　Ｎｉｔｉ,27800,1,ゲティンゲグループ・ジャパン,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500658,04250094500658,個,14250094500655,箱,,,ＰＣＣＯカテーテルキットⅡ（４Ｆｒ  １６ｃｍ  Ｎｉｔｉ）,PV2014L16N,４Ｆｒ　１６ｃｍ　Ｎｉｔｉ,27800,1,ゲティンゲグループ・ジャパン,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500665,04250094500665,個,14250094500662,箱,,,ＰＣＣＯカテーテルキットⅡ（４Ｆｒ  ２２ｃｍ  Ｎｉｔｉ）,PV2014L22N,４Ｆｒ　２２ｃｍ　Ｎｉｔｉ,27800,1,ゲティンゲグループ・ジャパン,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500672,04250094500672,個,14250094500679,箱,,,ＰＣＣＯカテーテルキットⅡ（５Ｆｒ  ２０ｃｍ  Ｎｉｔｉ）,PV2015L20N,５Ｆｒ　２０ｃｍ　Ｎｉｔｉ,27800,1,ゲティンゲグループ・ジャパン,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500948,04250094500948,本,14250094500945,箱,,,PiCCO　Catheter　3F　7cm,PV2013L07-A,3Fr　7cm,27800,1,ゲティンゲグループ・ジャパン,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500955,04250094500955,本,14250094500952,箱,,,PiCCO　Catheter　4F　8cm,PV2014L08-A,4Fr.8cm,27800,1,ゲティンゲグループ・ジャパン,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500962,04250094500962,本,14250094500969,箱,,,PiCCO　Catheter　4F　16cm,PV2014L16-A,4Fr.16cm,27800,1,ゲティンゲグループ・ジャパン,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500979,04250094500979,本,14250094500976,箱,,,PiCCO　Catheter　4F　22cm,PV2014L22-A,4Fr.22cm,27800,1,ゲティンゲグループ・ジャパン,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250094500931,04250094500931,本,14250094500938,箱,,,PiCCO　Catheter　5F　20cm,PV2015L20-A,5Fr.20cm,27800,1,ゲティンゲグループ・ジャパン,737580000,循環機能評価用動脈カテ-テル,27800,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617795,04250105617795,個,,,,,ＶＢＭチューブガイド　オキシチェンジャ　１４Ｆｒ／８０ｃｍ／コネクタ無　５本／箱,33-46-809-1,１４Ｆｒ／８０ｃｍ長／コネクタ無　５本／箱,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105617801,04250105617801,個,,,,,ＶＢＭチューブガイド　オキシチェンジャ　１９Ｆｒ／８０ｃｍ／コネクタ無　５本／箱,33-47-809-1,１９Ｆｒ／８０ｃｍ長／コネクタ無　５本／箱,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105600254,04250105600254,個,,,,,ＶＢＭラリンゲルチューブサクション　（サイズ４／赤）　１本／箱,32-05-004,サイズ４／赤　成人用（中）,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105600278,04250105600278,個,,,,,ＶＢＭラリンゲルチューブサクション　（サイズ３／黄）　１本／箱,32-05-003,サイズ３／黄　成人用（小）,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105600292,04250105600292,個,,,,,ＶＢＭラリンゲルチューブサクション（サイズ５／紫）　１本／箱,32-05-005,サイズ５／紫　成人用（大）,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105600407,04250105600407,個,,,,,ＶＢＭラリンゲルチューブ　サイズ０／透明　１本／箱,32-01-000J,サイズ０／透明　１本／箱,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105600414,04250105600414,個,,,,,ＶＢＭラリンゲルチューブ　サイズ１／白　１本／箱,32-01-001J,サイズ１／白　１本／箱,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105600421,04250105600421,個,,,,,ＶＢＭラリンゲルチューブ　サイズ２／緑　１本／箱,32-01-002J,サイズ２／緑　１本／箱,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105600438,04250105600438,個,,,,,ＶＢＭラリンゲルチューブ　サイズ３／黄　１本／箱,32-01-003J,サイズ３／黄　１本／箱,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105600445,04250105600445,個,,,,,ＶＢＭラリンゲルチューブ　サイズ４／赤　１本／箱,32-01-004J,サイズ４／赤　１本／箱,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105600452,04250105600452,個,,,,,ＶＢＭラリンゲルチューブ　サイズ５／紫　１本／箱,32-01-005J,サイズ５／紫　１本／箱,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105605495,04250105605495,個,,,,,バイトブロック（ＬＴ＆ＬＴＳ　＃３，　４，　５用）　２５個／箱,40-70-060,バイトブロック（ＬＴ＆ＬＴＳ　＃３，　４，　５用）,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105608908,04250105608908,個,,,,,ＶＢＭラリンゲルチューブサクション　（サイズ０／透明）　１本／箱,32-05-000,サイズ０／透明　新生児用,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250105608915,04250105608915,個,,,,,ＶＢＭラリンゲルチューブサクション　（サイズ１／白）　１本／箱,32-05-001,サイズ１／白　乳児用,,1,ＩＣＵメディカルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
