jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0385640023863,00385640023863,個,,,,,イアーポッパー,EP-2100,―,,,エムイーテクニカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000010,00385500000010,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-0.00/-0.00/-0.00,5047300303000000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000027,00385500000027,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-0.25/-0.00/-0.00,5047300303010000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000034,00385500000034,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-0.50/-0.00/-0.00,5047300303020000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000041,00385500000041,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-0.75/-0.00/-0.00,5047300303030000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000058,00385500000058,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-1.00/-0.00/-0.00,5047300303040000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000065,00385500000065,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-1.25/-0.00/-0.00,5047300303050000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000072,00385500000072,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-1.50/-0.00/-0.00,5047300303060000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000089,00385500000089,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-1.75/-0.00/-0.00,5047300303070000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000096,00385500000096,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-2.00/-0.00/-0.00,5047300303080000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000102,00385500000102,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-2.25/-0.00/-0.00,5047300303090000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000119,00385500000119,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-2.50/-0.00/-0.00,5047300303100000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000126,00385500000126,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-2.75/-0.00/-0.00,5047300303110000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000133,00385500000133,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-3.00/-0.00/-0.00,5047300303120000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385500000140,00385500000140,箱,,,,,LaForte 1day UV Lena＿TRIAL＿-3.25/-0.00/-0.00,5047300303130000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
