jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4040029922347,04040029922347,個,,,,,リフォバシン　ボーンセメントＲ,4710500394-3,オプチパック　４０．８４Ｇ　ゲンタマイシン入り,302,40.84,ジンマー・バイオメット,736410000,骨セメント（人工関節固定用）,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029922361,04040029922361,個,,,,,リフォバシン　ボーンセメントＲ,4711500396-3,オプチパック　６１．２６Ｇ　ゲンタマイシン入り,302,61.26,ジンマー・バイオメット,736410000,骨セメント（人工関節固定用）,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029922385,04040029922385,個,,,,,リフォバシン　ボーンセメントＲ,4712500398-3,オプチパック　８１．６８Ｇ　ゲンタマイシン入り,302,81.68,ジンマー・バイオメット,736410000,骨セメント（人工関節固定用）,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941140,04040029941140,個,14040029941147,箱,,,プレッシャライジングノズル,4148,２３°,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941201,04040029941201,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027755,３８／４４ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941218,04040029941218,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027756,４０／４６ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941225,04040029941225,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027757,４２／４８ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941232,04040029941232,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027758,４４／５０ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941249,04040029941249,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027759,４６／５２ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941256,04040029941256,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027760,４８／５４ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941263,04040029941263,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027761,５０／５６ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941270,04040029941270,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027762,５２／５８ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941287,04040029941287,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027763,５４／６０ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941294,04040029941294,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027764,５６／６２ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941300,04040029941300,個,,,,,ＡＶＡＮＴＡＧＥ　インパクションチップ,110027765,５８／６４ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941607,04040029941607,個,,,,,ＡＶＡＮＴＡＧＥ　シェルプロビジョナル,110027800,３８Ｘ４４ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040029941614,04040029941614,個,,,,,ＡＶＡＮＴＡＧＥ　シェルプロビジョナル,110027801,４０Ｘ４６ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
