jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0813502010091,00813502010091,箱,,,,,イントロデューサキット,0052-0007-JP,13Fr 13cm,2130,1,Ａｂｉｏｍｅｄ，Ｉｎｃ．（日本アビオメッド）,738150000,血管造影用シ-スイントロデュ-サ-セット（一般用・標準型）,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813502011340,00813502011340,箱,,,,,グラフトインサーションキット,0052-0011-JP,23Frショート、グラフトロック,2130,1,Ａｂｉｏｍｅｄ，Ｉｎｃ．（日本アビオメッド）,738150000,血管造影用シ-スイントロデュ-サ-セット（一般用・標準型）,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813502011005,00813502011005,箱,,,,,アビオメッド イントロデューサキット（14Frロング）,0052-0017-JP,14Fr×25cm,2130,1,Ａｂｉｏｍｅｄ，Ｉｎｃ．（日本アビオメッド）,738150000,血管造影用シ-スイントロデュ-サ-セット（一般用・標準型）,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813502011449,00813502011449,箱,,,,,アビオメッド　イントロデューサキット（14Frコンボ）,0052-0023-JP,14Fr×13cm、14Fr×25cm,2130,1,Ａｂｉｏｍｅｄ，Ｉｎｃ．（日本アビオメッド）,738150000,血管造影用シ-スイントロデュ-サ-セット（一般用・標準型）,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813502012170,00813502012170,箱,,,,,アビオメッド　イントロデューサキットＡ,1000060,13Fr 13cm,2130,1,Ａｂｉｏｍｅｄ，Ｉｎｃ．（日本アビオメッド）,738150000,血管造影用シ-スイントロデュ-サ-セット（一般用・標準型）,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813502013467,00813502013467,箱,,,,,アビオメッド　14Fr LP イントロデューサキット（コンボ）,1000542,14Fr LP（コンボ）,2130,1,日本アビオメッド,738150000,血管造影用シ-スイントロデュ-サ-セット（一般用・標準型）,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000037,00813185000037,本,,,,,アポロPTCAバルーンカテーテル,APO1520,１．５０ｍｍ／２０ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000075,00813185000075,本,,,,,アポロPTCAバルーンカテーテル,APO2020,２．００ｍｍ／２０ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000112,00813185000112,本,,,,,アポロPTCAバルーンカテーテル,APO2520,２．５０ｍｍ／２０ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000150,00813185000150,本,,,,,アポロPTCAバルーンカテーテル,APO2820,２．７５ｍｍ／２０ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000198,00813185000198,本,,,,,アポロPTCAバルーンカテーテル,APO3020,３．００ｍｍ／２０ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000235,00813185000235,本,,,,,アポロPTCAバルーンカテーテル,APO3320,３．２５ｍｍ／２０ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000273,00813185000273,本,,,,,アポロPTCAバルーンカテーテル,APO3520,３．５０ｍｍ／２０ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000310,00813185000310,本,,,,,アポロPTCAバルーンカテーテル,APO4020,４．００ｍｍ／２０ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000068,00813185000068,本,,,,,アポロPTCAバルーンカテーテル,APO2015,２．００ｍｍ／１５ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000105,00813185000105,本,,,,,アポロPTCAバルーンカテーテル,APO2515,２．５０ｍｍ／１５ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000143,00813185000143,本,,,,,アポロPTCAバルーンカテーテル,APO2815,２．７５ｍｍ／１５ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000181,00813185000181,本,,,,,アポロPTCAバルーンカテーテル,APO3015,３．００ｍｍ／１５ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000228,00813185000228,本,,,,,アポロPTCAバルーンカテーテル,APO3315,３．２５ｍｍ／１５ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
0813185000266,00813185000266,本,,,,,アポロPTCAバルーンカテーテル,APO3515,３．５０ｍｍ／１５ｍｍ,29000,1,グッドマン,732590000,ＰＴＣＡ用カテ-テル（一般型）,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,
