jan13keta,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
4582103090035,04582103090035,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090042,04582103090042,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090066,04582103090066,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090073,04582103090073,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090080,04582103090080,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090097,04582103090097,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090103,04582103090103,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090158,04582103090158,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090165,04582103090165,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090172,04582103090172,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090189,04582103090189,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090196,04582103090196,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
4582103090257,04582103090257,オペラ　ピーティーエー　バルーンカテーテル,アボットメディカルジャパン,737330000,B00213303012,血管内手術用カテーテル　ＰＴＡバルーンカテーテル　一般型　特殊型,47700,1
