jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0680651134714,,,10680651134711,本,,,ON-Q　インフューザーポンプ　PCA　400ml　5(ml/hr)　Bolus　5ml/60min,CB003,PCA　400ml　5(ml/hr)　Bolus　5ml/60min,4270,1,アバノス・メディカル・ジャパン・インク,710010912,携帯型ディスポ-ザブル注入ポンプ（ＰＣＡ型）,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,
0680651134721,,,10680651134728,本,,,ON-Q　インフューザーポンプ　セレクトフロー　400ml　2-14(ml/hr),CB004,セレクトフロー　400ml　2-14(ml/hr),3080,1,アバノス・メディカル・ジャパン・インク,738240000,携帯型ディスポ-ザブル注入ポンプ（標準型）,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,
0680651134738,,,10680651134735,本,,,ON-Q　インフューザーポンプ　PCA　400ml　1-7(ml/hr)　Bolus　5ml/60min,CB005,PCA　400ml　1-7(ml/hr)　Bolus　5ml/60min,4270,1,アバノス・メディカル・ジャパン・インク,710010912,携帯型ディスポ-ザブル注入ポンプ（ＰＣＡ型）,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,
0680651134745,,,10680651134742,本,,,ON-Q　インフューザーポンプ　PCA　400ml　2-14(ml/hr)　Bolus　5ml/30min,CB006,PCA　400ml　2-14(ml/hr)　Bolus　5ml/30min,4270,1,アバノス・メディカル・ジャパン・インク,710010912,携帯型ディスポ-ザブル注入ポンプ（ＰＣＡ型）,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,
0680651134769,,,10680651134766,本,,,ON-Q　インフューザーポンプ　セレクトフロー　600ml　2-14(ml/hr),CB6004,セレクトフロー　600ml　2-14(ml/hr),3080,1,アバノス・メディカル・ジャパン・インク,738240000,携帯型ディスポ-ザブル注入ポンプ（標準型）,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,
0680651134776,,,10680651134773,本,,,ON-Q　インフューザーポンプ　デュアルセレクトフロー　600ml　1-7(ml/hr)　X　2,CB6007,デュアルセレクトフロー　600ml　1-7(ml/hr)　X　2,3080,1,アバノス・メディカル・ジャパン・インク,738240000,携帯型ディスポ-ザブル注入ポンプ（標準型）,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,
0680651136107,,,10680651136104,本,,,ON-Q　インフューザーポンプ　セレクトフロー　270ml　1-7(ml/hr),SAF01,セレクトフロー　270ml　1-7(ml/hr),3080,1,アバノス・メディカル・ジャパン・インク,738240000,携帯型ディスポ-ザブル注入ポンプ（標準型）,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,
0680651136817,,,10680651136814,本,,,ON-Q　インフューザーポンプ　セレクトフロー　100ml　2-14(ml/hr),P100X2-14,セレクトフロー　100ml　2-14(ml/hr),3080,1,アバノス・メディカル・ジャパン・インク,738240000,携帯型ディスポ-ザブル注入ポンプ（標準型）,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,
0680651136824,,,10680651136821,本,,,ON-Q　インフューザーポンプ　セレクトフロー　200ml　2-14(ml/hr),P200X2-14,セレクトフロー　200ml　2-14(ml/hr),3080,1,アバノス・メディカル・ジャパン・インク,738240000,携帯型ディスポ-ザブル注入ポンプ（標準型）,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,
0680651316141,,,10680651316148,本,,,ON-Q　インフューザーポンプ　デュアルセレクトフロー　400ml　1-7(ml/hr)　X　2,CB4007,デュアルセレクトフロー　400ml　1-7(ml/hr)　X　2,3080,1,アバノス・メディカル・ジャパン・インク,738240000,携帯型ディスポ-ザブル注入ポンプ（標準型）,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,
